N,P,K,ph,temperature,humidity,rainfall,crop
156,88,69,7.05,28.91,74.96,239.11,Sugarcane
119,68,60,6.45,26.91,84.72,226.16,Rice
111,69,58,5.73,23.8,83.75,196.74,Rice
87,62,44,5.8,29.71,60.72,175.14,Maize
72,63,47,6.24,27.85,54.08,113.76,Groundnut
167,77,94,7.1,29.5,74.68,242.83,Sugarcane
89,42,48,6.27,18.93,40.72,74.21,Wheat
143,79,69,6.64,34.38,54.26,89.91,Cotton
62,37,38,6.3,27.04,60.63,86.64,Groundnut
72,46,54,6.49,22.94,62.43,69.87,Groundnut
95,55,43,6.37,26.26,70.97,133.75,Maize
105,70,66,7.31,30.42,62.58,128.43,Cotton
120,62,73,6.96,33.66,63.96,139.99,Cotton
119,59,70,6.28,33.95,60.57,117.35,Cotton
52,37,58,6.64,15.73,55.51,82.05,Barley
61,61,44,6.3,31.88,55.43,95.26,Groundnut
68,47,44,6.79,17.54,50.79,29.3,Barley
106,55,57,6.54,28.99,61.84,143.73,Maize
87,59,47,6.82,23.87,57.53,170.68,Maize
131,69,81,6.86,35.99,53.49,137.98,Cotton
92,61,53,6.22,26.19,55.31,128.82,Maize
114,62,67,6.33,31.2,92.26,201.67,Rice
117,72,69,6.07,24.5,91.37,197.29,Rice
46,56,53,6.3,24.91,59.19,99.43,Groundnut
41,44,45,6.73,10.54,51.77,80.26,Barley
44,41,44,6.4,29.88,55.18,97.15,Groundnut
157,73,81,7.51,22.08,77.52,255.67,Sugarcane
105,55,58,6.4,23.11,60.89,124.32,Maize
66,63,43,6.39,26.08,59.64,126.24,Groundnut
140,68,92,6.94,29.02,72.34,234.34,Sugarcane
85,42,50,6.75,16.17,49.12,79.17,Wheat
81,52,76,7.01,26.21,57.84,67.4,Wheat
121,81,59,7.24,31.15,67.81,100.72,Cotton
155,89,92,7.03,31.21,80.51,240.03,Sugarcane
162,94,75,7.24,21.98,74.71,270.42,Sugarcane
74,31,43,6.86,15.24,55.89,41.71,Barley
96,42,49,7.0,19.39,51.62,103.95,Wheat
121,54,71,6.91,32.95,63.71,119.03,Cotton
105,58,57,6.88,29.2,85.83,236.74,Rice
78,58,45,6.45,26.88,57.05,123.37,Groundnut
95,52,52,6.3,30.2,69.49,142.2,Maize
119,59,74,6.77,31.57,56.65,117.4,Cotton
121,56,53,6.08,25.85,90.61,206.78,Rice
154,90,92,7.11,28.83,72.7,260.88,Sugarcane
155,97,86,7.21,32.1,74.79,243.33,Sugarcane
120,75,59,6.19,23.46,75.98,188.32,Rice
164,78,88,7.27,26.57,68.52,253.58,Sugarcane
78,54,59,6.34,27.99,61.59,75.68,Groundnut
138,67,74,7.18,32.73,62.36,112.11,Cotton
81,35,67,6.67,21.41,51.29,110.77,Wheat
166,69,87,6.93,33.41,77.97,233.52,Sugarcane
95,52,73,6.23,24.48,84.01,261.36,Rice
111,73,63,6.43,27.25,86.46,225.6,Rice
60,56,43,6.28,33.63,55.59,59.6,Groundnut
128,61,73,6.94,31.49,67.59,132.17,Cotton
69,60,54,5.98,17.19,51.08,75.43,Barley
76,46,54,5.9,20.95,56.94,101.6,Groundnut
104,53,47,6.9,25.7,60.58,149.15,Maize
102,43,50,6.57,17.06,54.77,64.34,Wheat
99,46,56,6.97,28.31,72.68,128.77,Maize
76,54,52,6.03,28.8,62.35,148.55,Groundnut
92,68,63,6.31,22.78,64.03,137.91,Maize
53,45,44,6.94,18.3,45.63,31.29,Barley
78,50,53,6.54,27.36,61.66,70.59,Groundnut
100,49,70,6.32,25.98,78.73,208.9,Rice
73,53,43,6.66,29.59,69.87,90.83,Groundnut
132,83,80,7.2,39.7,59.27,100.7,Cotton
99,55,68,6.64,30.74,80.06,252.32,Rice
125,54,58,6.26,25.63,84.96,215.69,Rice
109,60,60,6.08,27.47,87.0,227.21,Rice
117,75,60,7.44,31.79,69.75,93.62,Cotton
66,31,40,6.86,16.19,58.72,40.41,Barley
152,79,82,7.16,30.12,74.85,253.0,Sugarcane
66,59,57,6.2,25.68,56.44,116.35,Groundnut
95,41,58,7.2,15.36,54.07,80.33,Wheat
161,70,79,6.42,29.94,85.19,210.19,Sugarcane
70,48,48,6.06,26.65,58.91,96.97,Groundnut
152,83,90,6.76,32.87,68.16,215.74,Sugarcane
143,60,74,6.35,32.14,53.15,148.53,Cotton
153,80,97,7.11,34.23,82.67,280.5,Sugarcane
172,72,84,6.89,29.54,71.88,246.51,Sugarcane
166,62,96,7.33,27.23,75.33,231.97,Sugarcane
119,65,60,6.72,26.39,59.63,121.74,Cotton
145,64,61,6.75,35.03,89.35,238.98,Rice
137,68,68,6.93,31.98,55.22,71.98,Cotton
106,52,64,6.18,27.1,76.86,223.74,Rice
106,67,70,6.52,29.42,51.65,171.05,Maize
122,62,56,6.25,26.7,86.97,211.58,Rice
90,55,54,6.01,23.56,76.03,144.77,Maize
99,65,46,7.03,22.47,61.73,154.89,Maize
163,102,73,6.74,33.92,67.46,250.19,Sugarcane
59,38,54,6.28,26.99,56.01,107.82,Groundnut
91,40,45,6.72,25.24,50.58,77.68,Wheat
131,73,71,6.87,28.28,55.55,129.93,Cotton
52,53,46,6.24,19.98,68.5,102.09,Groundnut
86,42,59,7.19,15.35,54.23,77.13,Wheat
168,76,89,6.71,31.68,73.66,281.58,Sugarcane
122,58,53,6.71,32.97,82.58,207.76,Rice
113,52,48,6.6,22.87,59.31,170.21,Maize
70,56,49,5.82,25.29,50.38,95.0,Groundnut
137,75,90,7.29,28.27,72.18,270.61,Sugarcane
71,44,49,6.88,14.06,54.33,65.65,Wheat
125,62,84,6.74,27.62,80.22,187.87,Rice
136,72,66,6.32,18.28,86.49,219.96,Rice
111,57,63,6.23,25.53,86.22,224.9,Rice
120,56,44,6.54,33.92,87.32,232.18,Rice
57,46,30,6.72,13.66,48.37,109.88,Barley
122,68,70,6.92,32.82,59.13,94.27,Cotton
92,48,62,6.2,27.87,66.47,143.66,Maize
155,61,88,7.09,35.69,75.13,268.71,Sugarcane
95,47,46,7.39,20.82,51.2,91.42,Wheat
173,83,88,6.99,33.8,68.9,265.5,Sugarcane
81,50,44,6.34,20.66,57.32,85.67,Wheat
68,51,51,6.68,28.31,65.88,130.14,Groundnut
117,47,67,6.38,27.46,100.97,225.98,Rice
127,59,59,6.07,27.1,81.18,227.67,Rice
125,62,55,6.34,26.52,82.05,236.99,Rice
98,42,55,6.42,27.53,65.41,129.01,Maize
60,46,37,6.84,19.16,45.58,72.35,Barley
101,53,40,6.76,24.05,55.56,73.45,Wheat
94,50,52,6.84,14.62,48.79,78.42,Wheat
76,54,38,6.31,16.73,44.45,87.16,Barley
71,44,56,5.77,29.48,60.94,107.08,Groundnut
147,84,91,7.05,30.08,80.97,229.15,Sugarcane
153,67,72,7.29,30.84,76.93,283.81,Sugarcane
86,62,44,6.7,16.38,54.56,68.34,Wheat
49,34,56,6.3,20.83,51.2,65.08,Barley
126,68,45,6.05,21.88,83.65,234.35,Rice
122,63,60,6.7,28.95,60.02,143.89,Maize
166,92,74,6.37,34.89,75.29,252.19,Sugarcane
138,66,63,6.51,29.18,75.36,214.42,Rice
119,65,51,6.28,30.09,89.25,214.12,Rice
82,38,42,6.07,27.75,59.92,62.75,Groundnut
166,73,82,7.0,25.08,82.29,304.01,Sugarcane
135,53,52,5.75,26.08,78.38,252.84,Rice
65,32,37,7.09,17.11,46.8,62.54,Barley
128,78,67,7.49,33.75,57.57,95.18,Cotton
147,78,67,6.75,32.24,57.61,154.24,Cotton
77,48,48,6.8,13.61,55.74,61.31,Barley
120,60,52,6.42,32.19,87.22,220.62,Rice
107,53,60,6.2,24.1,69.72,169.71,Maize
80,47,50,6.7,20.71,56.09,98.16,Wheat
145,50,65,6.28,30.35,77.65,194.74,Rice
102,56,52,6.48,24.71,67.63,142.02,Maize
120,54,73,6.71,25.78,78.33,212.29,Rice
162,70,74,7.04,27.36,77.74,258.68,Sugarcane
52,38,46,6.77,29.22,62.23,98.7,Groundnut
60,64,50,6.71,11.5,45.05,69.15,Barley
70,40,54,6.96,15.68,55.44,90.91,Barley
81,30,66,6.3,30.53,53.85,114.47,Groundnut
58,50,57,5.81,30.19,68.53,125.68,Groundnut
135,64,72,7.06,35.25,58.08,87.72,Cotton
139,72,78,6.96,35.31,56.26,129.74,Cotton
140,74,70,6.79,36.57,70.85,103.22,Cotton
160,72,105,7.13,25.96,72.86,277.86,Sugarcane
173,89,93,7.22,29.44,75.21,240.73,Sugarcane
133,61,65,6.97,28.63,53.74,86.16,Cotton
114,83,52,6.12,26.3,86.22,210.6,Rice
76,42,42,6.64,19.58,58.06,35.35,Barley
87,51,43,6.33,29.37,64.94,132.52,Maize
91,46,61,6.48,26.94,65.76,148.82,Maize
91,51,50,6.9,24.58,67.81,67.22,Wheat
108,58,55,6.64,24.89,65.1,137.37,Maize
163,77,88,7.07,31.88,70.44,239.87,Sugarcane
129,82,75,6.71,26.95,60.21,115.03,Cotton
114,63,66,7.06,30.87,84.72,202.19,Rice
175,94,94,6.62,26.38,75.8,233.88,Sugarcane
65,34,42,6.5,17.44,41.9,89.66,Barley
153,81,93,7.04,31.21,79.27,253.47,Sugarcane
54,62,36,6.43,11.56,50.05,63.56,Barley
113,63,52,6.42,29.34,83.29,223.41,Rice
88,62,50,6.44,20.96,58.79,148.77,Maize
53,44,49,6.07,29.57,69.34,89.23,Groundnut
51,32,39,6.91,19.49,47.63,86.61,Barley
114,53,61,6.11,29.22,76.49,240.58,Rice
159,75,93,6.88,30.62,74.17,264.22,Sugarcane
113,60,50,7.06,13.09,67.62,68.2,Wheat
93,45,45,6.5,8.3,62.54,59.99,Wheat
70,38,49,6.93,18.81,49.59,90.31,Barley
118,61,66,6.56,28.38,59.7,154.54,Cotton
75,48,36,6.85,15.87,46.92,45.21,Barley
168,83,89,6.74,27.1,75.88,254.47,Sugarcane
132,74,64,6.97,31.96,65.59,131.74,Cotton
130,64,66,6.23,25.55,84.98,216.6,Rice
132,74,76,6.93,33.67,62.7,70.83,Cotton
171,77,92,7.25,34.6,71.42,258.85,Sugarcane
102,61,74,6.71,30.26,53.8,100.47,Cotton
104,54,55,6.48,22.11,65.8,128.33,Maize
68,40,42,6.17,28.1,60.52,75.07,Groundnut
64,46,60,5.92,29.98,51.92,132.16,Groundnut
110,54,69,6.73,29.83,79.54,213.67,Rice
112,57,65,6.45,28.11,56.19,130.0,Maize
70,57,62,6.32,30.52,57.72,133.37,Groundnut
57,28,68,6.33,18.28,53.64,51.88,Barley
82,53,63,6.72,24.01,57.06,150.19,Maize
72,48,57,6.03,26.5,60.23,95.92,Groundnut
70,45,48,7.11,12.42,51.93,72.84,Barley
119,71,60,6.14,32.57,87.69,199.26,Rice
126,66,52,6.53,25.43,85.49,194.71,Rice
127,74,65,7.08,34.94,63.33,112.07,Cotton
159,75,98,6.97,34.72,75.77,251.05,Sugarcane
111,50,64,6.68,21.36,67.65,150.45,Maize
68,28,43,6.94,12.89,49.11,50.17,Barley
63,41,45,6.28,27.26,62.81,103.14,Groundnut
82,54,44,6.24,30.31,56.92,78.28,Groundnut
129,56,59,6.4,30.05,87.95,215.6,Rice
106,47,71,6.34,25.99,90.2,207.89,Rice
67,47,37,6.81,15.46,44.34,68.52,Barley
65,50,39,6.74,16.9,45.55,92.58,Barley
110,55,47,5.94,27.82,77.25,119.69,Maize
79,46,65,6.38,30.65,62.78,108.66,Groundnut
71,32,48,6.75,17.39,45.23,71.61,Barley
64,56,50,6.79,19.93,50.75,68.47,Barley
68,39,52,6.91,15.03,52.7,43.36,Barley
142,71,70,7.18,30.13,58.35,85.53,Cotton
92,66,78,6.39,20.83,65.58,135.89,Maize
100,59,61,6.63,23.75,73.92,144.92,Maize
171,77,97,6.87,25.6,73.7,238.54,Sugarcane
88,50,62,5.96,24.45,49.3,139.52,Groundnut
114,53,56,6.8,22.01,67.02,123.44,Maize
129,64,91,6.66,32.95,62.55,121.15,Cotton
79,43,41,6.85,23.06,56.24,115.7,Groundnut
106,51,76,6.45,20.96,71.07,152.14,Maize
138,72,56,6.06,28.42,76.16,226.46,Rice
124,83,72,7.17,32.45,63.1,118.35,Cotton
97,44,60,6.64,28.09,61.16,100.33,Maize
91,39,61,6.26,26.05,70.01,167.42,Maize
88,40,38,6.81,21.43,60.64,82.22,Wheat
134,53,59,6.26,24.5,83.36,242.15,Rice
114,53,45,6.36,22.16,60.72,122.29,Maize
124,55,63,7.22,29.36,51.42,88.89,Cotton
93,39,43,7.14,18.93,52.18,62.83,Wheat
54,50,51,6.55,26.03,64.41,114.55,Groundnut
43,43,46,6.17,26.0,54.07,93.35,Groundnut
127,59,45,7.3,33.24,88.61,204.94,Rice
62,46,50,6.85,18.59,47.37,46.32,Barley
127,56,50,6.26,31.77,82.32,227.17,Rice
74,57,39,6.28,17.23,47.99,89.75,Barley
89,39,49,7.43,16.47,55.97,98.13,Wheat
121,54,57,5.95,27.34,84.03,230.81,Rice
112,60,64,6.76,23.53,83.77,228.93,Rice
114,66,61,6.1,27.98,88.92,216.23,Rice
102,54,59,6.36,31.02,79.71,225.22,Rice
114,58,77,7.11,29.24,63.74,141.99,Cotton
68,41,44,7.06,15.78,49.97,100.55,Barley
124,77,79,6.55,34.73,56.96,92.81,Cotton
112,55,52,7.21,18.91,52.47,81.6,Wheat
124,71,65,5.95,31.16,80.01,212.32,Rice
163,73,80,6.86,30.41,74.62,277.88,Sugarcane
132,67,68,5.95,35.63,64.51,83.24,Cotton
103,56,54,6.73,27.08,60.6,150.58,Maize
95,58,59,6.68,15.17,54.74,62.54,Wheat
165,82,92,6.69,28.08,70.31,257.99,Sugarcane
71,51,42,6.03,27.99,54.2,87.5,Groundnut
92,53,55,7.14,15.85,54.43,67.8,Wheat
119,64,73,7.12,28.95,56.18,99.34,Cotton
122,64,71,6.28,32.44,81.7,246.57,Rice
165,75,73,6.83,29.07,75.7,247.98,Sugarcane
58,51,36,6.43,18.12,46.17,47.46,Barley
133,62,90,7.13,28.19,47.61,96.25,Cotton
81,49,60,6.4,31.08,67.5,100.37,Groundnut
128,52,62,6.38,29.88,83.88,213.86,Rice
90,52,60,6.73,27.72,63.0,127.86,Maize
109,37,54,5.97,23.26,67.62,114.52,Maize
75,51,51,7.07,23.35,48.18,78.95,Wheat
70,50,47,6.3,13.61,50.42,57.74,Barley
99,57,26,6.99,18.08,48.44,97.6,Wheat
106,74,69,6.26,22.86,91.77,217.71,Rice
61,48,64,6.53,11.11,51.45,83.68,Barley
75,55,63,6.27,26.21,61.99,90.62,Groundnut
77,60,70,6.02,29.11,62.3,92.29,Groundnut
96,50,51,6.59,23.22,69.21,74.43,Wheat
91,57,40,6.91,20.32,52.88,54.82,Wheat
78,57,44,5.96,24.97,61.4,93.51,Groundnut
133,82,72,6.82,28.11,59.51,83.36,Cotton
106,39,53,7.24,20.28,59.16,91.75,Wheat
83,50,54,5.99,27.14,64.86,93.94,Groundnut
94,50,47,6.38,23.43,69.85,121.98,Maize
132,58,80,7.33,32.34,56.24,99.37,Cotton
104,44,48,6.43,31.23,68.92,161.54,Maize
122,56,58,6.51,31.12,75.22,212.62,Rice
162,66,83,6.86,30.16,82.33,271.5,Sugarcane
67,50,62,6.29,28.24,59.13,92.68,Groundnut
118,62,68,6.66,24.57,89.1,218.71,Rice
160,71,87,6.7,36.2,73.66,246.34,Sugarcane
95,54,69,6.68,29.28,60.41,161.92,Maize
118,69,58,6.64,28.67,56.86,113.28,Cotton
149,90,84,7.23,26.02,74.11,274.97,Sugarcane
130,77,65,6.3,31.07,61.99,129.28,Cotton
99,69,57,6.53,31.59,78.14,205.81,Rice
102,58,54,7.03,26.2,70.17,155.74,Maize
116,57,70,6.57,24.67,86.23,229.96,Rice
65,44,52,5.88,27.71,52.97,72.01,Groundnut
57,49,41,6.49,18.47,45.86,119.63,Barley
111,67,55,6.36,26.09,93.69,213.58,Rice
154,80,94,6.63,32.15,77.04,283.1,Sugarcane
118,58,63,6.13,28.4,83.09,193.59,Rice
156,90,98,7.65,27.63,74.5,246.07,Sugarcane
167,89,86,6.4,33.06,76.78,253.66,Sugarcane
75,42,64,6.35,22.49,63.33,100.67,Groundnut
149,73,71,6.64,26.9,59.64,131.34,Cotton
121,66,59,7.31,38.59,62.78,124.64,Cotton
172,70,94,7.65,36.34,72.76,249.76,Sugarcane
117,43,65,6.03,28.18,86.39,247.21,Rice
131,57,66,7.04,37.63,58.97,138.87,Cotton
89,38,50,5.94,30.76,59.69,90.62,Groundnut
147,87,73,6.76,32.81,53.88,92.56,Cotton
135,64,71,6.0,23.9,84.26,230.06,Rice
66,55,46,6.58,27.39,60.86,82.02,Groundnut
64,48,38,6.86,16.45,43.47,44.1,Barley
101,48,51,6.31,23.07,64.49,151.5,Maize
88,50,51,6.33,18.67,49.79,63.75,Wheat
70,30,54,6.19,13.75,50.98,69.41,Barley
108,62,43,6.37,28.05,88.97,239.47,Rice
108,40,60,6.31,23.79,69.96,163.24,Maize
158,78,97,6.96,28.47,69.89,231.81,Sugarcane
135,74,76,6.84,33.46,57.57,70.58,Cotton
173,84,94,7.47,29.51,79.6,224.79,Sugarcane
79,39,48,6.06,32.38,61.99,117.01,Groundnut
126,71,71,6.8,29.79,57.37,123.98,Cotton
103,50,46,6.75,29.73,68.53,142.62,Maize
130,71,64,6.74,31.53,56.38,102.06,Cotton
143,63,66,6.81,41.47,63.04,132.64,Cotton
90,39,39,6.14,20.45,59.14,96.87,Wheat
88,57,55,6.51,14.97,53.73,94.74,Wheat
108,57,50,6.38,16.5,58.56,56.58,Wheat
109,51,64,6.28,27.8,58.48,160.62,Maize
155,78,87,6.64,31.3,69.1,280.92,Sugarcane
38,53,27,6.66,14.34,52.33,73.59,Barley
118,59,58,6.69,29.26,86.1,194.58,Rice
60,41,51,7.02,14.05,49.89,95.14,Barley
156,71,88,6.97,30.51,73.6,258.94,Sugarcane
100,58,59,6.5,14.33,49.47,106.69,Wheat
131,63,66,6.16,36.3,66.68,112.15,Cotton
122,53,48,6.21,24.76,93.44,237.63,Rice
131,66,71,7.11,34.76,63.35,118.28,Cotton
151,82,98,6.83,23.91,71.55,269.13,Sugarcane
80,51,55,6.24,19.57,52.28,76.14,Wheat
61,45,37,7.36,17.87,49.84,71.7,Barley
132,76,71,6.83,30.08,69.93,111.92,Cotton
96,65,67,5.92,28.53,87.26,218.54,Rice
83,55,56,6.78,13.92,57.02,88.44,Wheat
67,63,45,6.11,25.91,57.25,90.71,Groundnut
106,72,60,6.26,22.75,60.24,180.07,Maize
61,46,51,6.33,13.59,54.62,35.41,Barley
65,49,46,6.06,26.38,65.93,90.54,Groundnut
91,52,60,6.6,25.32,61.75,146.32,Maize
89,52,52,6.12,13.23,51.97,68.77,Wheat
128,63,68,6.74,35.39,51.58,127.79,Cotton
130,87,92,7.07,26.13,66.7,265.02,Sugarcane
75,33,47,6.41,26.67,43.38,101.27,Groundnut
126,80,63,7.08,34.29,54.6,93.13,Cotton
136,68,68,6.88,32.32,66.34,131.45,Cotton
64,50,63,6.64,10.89,45.52,82.05,Barley
137,65,58,6.09,31.69,80.18,252.57,Rice
102,67,67,6.65,29.12,86.1,240.65,Rice
69,51,38,6.84,13.81,45.45,105.05,Barley
63,36,45,6.91,11.63,48.66,53.96,Barley
96,52,44,6.61,13.68,50.73,119.24,Wheat
59,43,65,6.74,23.73,68.31,85.77,Groundnut
112,46,76,6.78,25.66,86.36,228.35,Rice
164,95,85,6.81,30.92,83.19,237.23,Sugarcane
183,81,91,7.53,29.55,76.24,201.57,Sugarcane
159,81,100,6.5,35.76,73.25,248.44,Sugarcane
63,48,57,6.91,15.61,58.38,101.6,Barley
103,48,46,6.93,27.07,58.18,114.13,Maize
70,61,25,6.25,16.7,48.73,79.07,Barley
113,48,73,6.67,21.44,60.77,168.42,Maize
131,61,60,6.57,25.41,85.15,176.95,Rice
86,50,51,6.8,23.12,50.05,78.72,Wheat
167,80,99,7.22,33.02,70.69,259.22,Sugarcane
66,55,51,6.3,25.04,52.77,93.75,Groundnut
123,69,52,6.28,25.83,86.57,212.82,Rice
101,57,38,6.89,18.44,56.65,64.92,Wheat
117,49,65,6.43,32.51,60.89,90.54,Cotton
86,41,55,6.36,25.73,70.33,144.5,Maize
114,53,67,6.19,29.93,83.09,180.48,Rice
99,63,51,6.42,25.55,65.45,132.15,Maize
163,73,84,6.86,31.48,74.68,245.17,Sugarcane
70,50,54,6.41,28.23,58.05,131.39,Groundnut
114,67,60,6.52,25.13,82.05,210.83,Rice
80,59,55,6.23,21.29,72.7,164.63,Maize
98,55,70,6.97,27.86,72.25,136.44,Maize
84,32,55,6.27,26.81,57.97,110.04,Groundnut
110,78,48,6.01,31.94,88.57,199.48,Rice
82,59,59,6.13,25.89,56.82,83.07,Maize
82,39,38,6.56,13.76,52.59,95.05,Barley
84,64,66,7.35,17.42,46.09,33.14,Wheat
94,56,60,6.8,22.86,60.25,133.53,Maize
100,55,57,6.64,25.01,66.75,119.02,Maize
53,40,39,6.78,22.82,51.03,75.44,Barley
161,78,83,7.16,25.23,62.66,218.92,Sugarcane
90,56,36,6.83,17.79,58.63,76.25,Wheat
165,78,98,7.5,26.11,80.58,294.75,Sugarcane
97,61,55,6.23,30.09,90.87,214.55,Rice
65,53,37,6.86,17.71,53.51,76.67,Barley
53,66,54,6.57,14.63,52.52,94.34,Wheat
70,52,65,6.0,23.21,59.74,107.88,Groundnut
151,82,109,6.44,28.5,78.98,275.23,Sugarcane
77,57,61,7.01,21.61,71.03,172.89,Maize
138,84,66,6.96,28.19,63.33,113.67,Cotton
156,89,87,7.23,27.09,85.2,256.38,Sugarcane
102,69,53,6.46,29.63,64.55,169.88,Maize
155,77,81,7.15,20.95,73.76,275.38,Sugarcane
59,45,39,6.59,15.45,48.88,72.97,Barley
97,54,44,7.07,13.41,46.32,54.48,Wheat
116,56,64,5.93,24.77,86.72,232.46,Rice
90,43,46,7.15,20.07,67.18,124.97,Maize
122,73,73,6.84,31.55,62.08,129.38,Cotton
61,50,49,6.39,25.39,52.46,77.6,Groundnut
79,46,43,6.15,16.57,49.98,42.88,Barley
73,44,44,6.79,19.95,50.41,58.51,Barley
111,89,62,7.33,31.79,55.91,115.3,Cotton
103,45,57,7.18,15.8,50.55,74.48,Wheat
77,43,52,6.88,15.96,43.86,109.55,Wheat
61,38,35,7.16,10.34,47.04,65.68,Barley
139,74,77,6.7,36.13,66.44,117.61,Cotton
121,60,67,7.1,33.66,66.28,130.68,Cotton
126,76,76,6.77,29.42,54.72,107.27,Cotton
156,91,100,7.08,31.29,68.91,252.22,Sugarcane
99,67,62,6.17,33.7,85.44,199.28,Rice
102,50,66,7.05,20.05,50.98,92.55,Wheat
108,49,41,6.76,11.32,54.81,96.42,Wheat
66,52,58,6.57,27.67,56.75,97.21,Groundnut
82,55,48,6.6,30.55,57.16,88.06,Groundnut
109,78,73,6.29,31.43,69.84,107.49,Cotton
156,93,80,6.95,28.64,76.49,263.22,Sugarcane
96,59,59,6.3,21.93,68.11,151.05,Maize
168,67,75,6.83,24.05,74.44,248.38,Sugarcane
123,69,50,6.9,29.26,81.47,218.88,Rice
75,32,30,6.57,14.77,54.21,50.65,Barley
97,35,50,6.71,25.93,58.57,159.29,Maize
104,62,61,6.47,24.68,66.24,143.37,Maize
135,64,68,7.09,29.87,64.43,113.16,Cotton
121,40,54,6.26,22.38,79.21,180.38,Rice
71,67,47,6.38,24.96,58.27,75.71,Groundnut
96,44,46,6.36,11.13,49.46,48.59,Wheat
49,45,37,7.16,16.51,43.4,87.66,Barley
89,48,42,6.23,17.52,56.63,101.99,Wheat
79,46,40,6.49,29.83,63.2,97.1,Groundnut
105,54,56,6.77,28.79,51.55,134.56,Maize
128,70,74,7.42,32.91,53.22,106.26,Cotton
74,44,56,6.82,28.35,61.58,97.73,Groundnut
116,53,57,6.98,19.87,57.68,57.96,Wheat
68,44,43,6.03,24.51,56.2,107.98,Groundnut
75,50,62,6.73,20.79,57.47,99.12,Wheat
98,58,47,6.51,25.64,61.31,122.46,Maize
85,32,45,6.5,28.77,52.65,124.13,Groundnut
90,44,51,6.43,15.17,58.23,59.69,Wheat
52,46,48,6.6,13.06,53.81,93.69,Barley
74,32,45,7.08,16.79,56.78,39.84,Barley
70,52,52,6.84,15.99,52.22,93.9,Barley
126,70,75,7.6,34.46,64.57,99.09,Cotton
114,59,49,6.46,29.72,57.51,132.16,Maize
94,45,64,7.26,18.1,62.68,115.66,Wheat
107,51,50,6.17,28.26,64.04,133.65,Maize
156,85,103,6.88,31.26,67.35,228.55,Sugarcane
112,48,56,6.73,27.92,88.14,253.29,Rice
60,46,56,6.22,27.09,52.65,77.55,Groundnut
144,84,67,7.26,32.59,73.72,132.01,Cotton
138,67,81,6.35,33.97,62.44,96.51,Cotton
134,72,79,7.01,31.27,59.17,163.86,Cotton
117,69,57,7.04,38.7,56.8,106.63,Cotton
79,42,58,6.44,25.34,58.25,122.31,Groundnut
95,56,46,6.2,24.92,63.01,119.89,Maize
100,54,56,6.28,17.52,53.6,74.39,Wheat
160,78,90,7.1,32.42,73.57,235.6,Sugarcane
123,52,53,6.74,24.43,93.21,201.99,Rice
69,51,41,5.81,23.65,51.56,104.49,Groundnut
74,50,52,6.56,10.72,45.83,43.05,Barley
168,82,75,7.28,29.85,72.91,245.16,Sugarcane
144,88,86,7.25,28.49,66.22,267.7,Sugarcane
105,42,42,6.7,17.67,62.29,85.39,Wheat
117,61,49,6.95,31.57,84.0,211.91,Rice
170,83,80,6.81,30.01,71.78,206.79,Sugarcane
53,42,60,6.91,17.14,41.64,57.54,Barley
70,49,64,6.42,28.58,60.3,84.52,Groundnut
121,59,63,5.64,30.05,85.63,215.55,Rice
72,50,54,6.06,30.83,59.48,67.34,Groundnut
112,61,43,6.96,17.78,75.76,134.25,Maize
71,52,61,5.76,27.03,56.78,89.35,Groundnut
113,42,48,6.22,30.13,62.54,116.74,Maize
111,60,69,6.68,28.1,83.19,238.95,Rice
134,60,75,7.3,33.21,51.02,142.71,Cotton
94,53,55,6.93,29.5,67.69,111.38,Maize
67,40,35,6.34,27.38,63.11,116.3,Groundnut
119,75,88,7.06,30.76,58.25,148.18,Cotton
68,52,37,6.86,18.41,44.55,68.52,Barley
82,63,52,5.92,26.07,50.93,94.12,Groundnut
131,85,69,6.55,29.58,65.12,87.32,Cotton
141,57,52,6.47,25.59,92.41,214.34,Rice
92,65,49,6.48,20.88,70.77,101.75,Maize
170,78,86,7.02,29.24,70.04,283.55,Sugarcane
128,73,53,6.72,21.49,79.03,200.82,Rice
119,80,53,6.89,33.03,82.23,231.38,Rice
53,57,45,6.94,17.15,45.45,37.18,Barley
98,41,48,6.78,21.68,56.04,114.92,Wheat
121,48,56,6.65,24.85,72.34,215.46,Rice
171,79,85,7.15,31.86,65.47,260.45,Sugarcane
67,50,48,6.46,29.67,65.32,93.92,Groundnut
63,50,53,6.82,17.53,50.72,75.11,Barley
100,54,40,6.76,25.35,65.58,125.03,Maize
39,39,32,6.32,26.98,58.25,87.47,Groundnut
120,49,49,6.3,33.01,83.7,189.94,Rice
46,47,53,6.3,27.24,61.75,89.78,Groundnut
66,59,44,6.95,22.26,53.27,64.31,Barley
67,53,57,6.47,25.71,57.49,135.58,Groundnut
80,56,57,7.52,19.45,58.62,70.58,Wheat
97,61,29,6.83,12.79,67.21,70.64,Wheat
105,49,62,5.76,31.04,84.21,284.86,Rice
108,70,68,7.46,33.47,58.47,106.06,Cotton
139,69,70,6.41,28.96,90.01,251.21,Rice
86,55,50,6.42,31.95,58.89,146.01,Maize
93,45,48,6.85,17.98,58.68,89.74,Wheat
72,47,48,6.78,18.11,55.69,31.69,Wheat
118,81,69,6.92,26.06,60.72,108.4,Cotton
82,61,51,7.0,13.5,60.97,106.02,Wheat
