N,P,K,ph,moisture,fertility
115,22,53,6.89,33.05,Medium
33,62,73,7.52,32.84,Medium
13,64,170,7.36,28.86,Low
117,92,136,7.99,41.7,Low
28,31,149,8.3,64.04,Low
49,72,130,4.63,68.49,Medium
59,26,185,8.4,66.32,Low
84,44,57,7.98,53.48,High
21,113,116,6.03,29.63,Low
36,78,163,7.85,61.44,Low
122,70,154,7.45,12.76,Low
58,10,143,7.67,65.87,Low
139,116,166,5.38,64.62,Low
69,22,117,7.09,56.9,High
39,85,147,4.6,16.85,Low
93,106,118,7.89,79.81,Medium
37,114,142,8.3,62.95,Low
34,34,185,7.15,61.44,Medium
105,126,52,6.55,14.48,Low
134,66,35,7.4,37.91,High
19,142,41,5.81,16.03,Low
51,124,112,7.01,35.27,High
49,111,32,7.38,49.93,High
86,80,163,5.07,71.52,Medium
114,13,74,5.06,29.81,Low
127,43,18,7.36,53.64,Medium
51,28,126,6.23,21.53,Low
56,129,20,8.06,34.78,Low
31,122,29,5.75,76.31,Low
116,38,171,4.67,62.33,Low
36,65,70,7.1,48.21,High
50,137,42,7.24,27.62,Medium
89,83,173,6.71,36.58,High
98,54,107,7.23,20.97,High
75,136,102,6.6,34.74,High
21,55,119,7.27,20.54,Medium
82,56,44,4.68,65.67,High
85,126,68,5.97,15.65,Medium
99,12,93,5.34,23.26,Low
19,117,104,4.9,58.38,Low
105,49,148,5.44,73.18,Low
29,92,86,5.27,77.52,Low
48,32,81,8.39,68.52,High
69,123,63,5.65,24.8,Medium
75,111,95,5.42,30.0,Medium
74,31,102,7.84,70.95,High
133,85,143,6.18,72.25,Medium
139,105,5,6.19,54.85,Low
66,66,17,6.27,31.95,High
87,66,34,6.17,25.68,High
38,30,201,5.81,69.66,Medium
24,125,22,5.65,24.37,Low
21,28,82,8.03,56.33,Low
110,43,145,5.15,77.76,Low
93,128,36,5.22,59.37,Medium
134,25,75,6.79,28.04,Low
112,98,204,5.87,29.78,Low
33,119,54,6.19,16.5,Low
119,125,203,7.73,58.04,Low
87,17,120,8.11,46.29,Medium
110,135,117,7.66,24.45,Low
137,23,84,5.44,25.94,Low
67,85,35,8.42,10.63,Medium
85,127,55,5.95,78.49,High
45,72,159,5.18,67.96,Medium
31,23,64,6.5,37.59,Medium
136,68,37,7.4,76.23,High
89,105,185,4.83,57.4,Low
109,70,131,7.04,62.6,Medium
105,70,204,7.93,57.6,Low
27,79,165,5.55,62.98,Medium
47,49,130,7.27,21.97,Medium
118,91,45,6.1,49.37,Medium
132,71,23,6.16,69.46,Medium
113,7,45,5.62,11.37,Low
90,28,89,7.0,18.64,Medium
96,92,93,5.94,27.19,Medium
70,21,46,7.82,30.63,Medium
55,44,124,8.35,22.79,Low
41,10,27,8.24,53.7,Low
24,123,37,5.15,30.58,Low
53,124,24,4.56,21.07,Low
63,39,157,6.25,73.41,High
53,117,94,7.42,58.65,High
107,33,108,8.41,27.22,Low
14,11,184,7.63,35.27,Low
118,57,16,6.82,61.85,Medium
36,27,164,4.61,65.36,Low
125,101,165,7.8,22.35,Low
96,140,200,5.21,75.56,Low
113,80,147,4.72,64.97,Low
132,14,55,7.9,69.98,Low
88,121,10,6.77,20.07,Low
52,28,95,5.01,20.04,Low
106,43,201,6.05,31.38,Medium
40,70,73,4.84,14.53,Medium
108,10,167,7.05,16.37,Low
26,25,127,5.63,20.02,Low
92,77,166,7.96,59.87,Medium
119,78,195,5.93,12.12,Low
41,40,200,6.48,15.83,Medium
44,135,150,4.75,76.09,Low
38,48,119,5.6,15.86,Medium
79,95,158,7.21,47.62,Medium
104,64,115,7.45,54.98,High
31,97,65,5.47,77.1,Low
78,87,111,6.52,72.99,High
98,87,82,7.77,40.85,High
81,81,99,6.02,75.95,High
138,30,78,5.04,40.26,Medium
96,25,52,6.23,56.89,High
105,124,204,6.9,28.17,Low
84,134,100,4.53,54.57,Medium
63,112,35,5.89,47.67,High
97,31,38,6.93,52.48,High
63,75,91,8.31,57.79,High
25,54,139,6.13,22.14,Low
108,99,87,5.15,31.09,Low
29,27,139,6.64,61.54,Low
55,85,51,5.64,21.47,High
136,136,140,5.36,34.1,Low
67,24,133,6.86,56.65,Medium
120,128,129,8.16,75.64,Low
138,17,81,7.84,15.27,Low
90,7,7,5.23,46.16,Low
93,135,185,7.56,15.73,Low
79,133,96,5.42,36.54,Medium
17,94,170,5.66,22.28,Low
38,39,183,8.18,55.46,Low
121,18,147,8.14,63.05,Low
117,54,104,5.17,27.31,Low
118,82,131,4.76,59.9,Low
29,7,199,5.67,41.28,Low
82,44,196,6.83,29.85,Medium
13,55,72,8.01,46.64,Medium
28,5,137,4.98,36.58,Low
111,108,94,6.16,26.1,Low
95,139,93,5.59,62.98,High
61,121,14,4.56,65.83,Low
120,120,12,7.65,66.02,Low
118,56,16,7.75,36.75,Low
95,124,68,5.38,21.87,Low
52,143,122,5.1,68.83,Low
51,90,63,5.08,33.05,High
99,50,199,6.36,62.36,High
124,80,54,5.49,67.22,Medium
35,14,155,6.55,63.77,Low
52,65,44,6.04,37.29,High
86,22,126,5.34,75.66,Low
29,90,101,7.5,56.21,High
48,141,131,5.1,50.3,Low
21,132,91,7.7,58.85,Low
20,108,81,6.75,13.13,Low
51,105,125,7.83,37.34,Low
20,10,150,4.52,71.69,Low
47,89,153,7.5,21.28,Medium
107,55,115,4.71,39.01,Medium
28,40,133,8.3,38.37,Low
125,75,170,7.31,34.92,Medium
122,104,45,5.78,49.36,Medium
74,29,174,5.78,79.73,Medium
108,143,141,7.95,27.91,Low
81,48,27,8.11,59.35,Medium
61,18,82,8.07,63.06,Medium
127,33,15,7.73,50.91,Low
129,78,75,7.78,16.82,Low
16,54,163,6.79,50.07,Medium
20,9,30,4.61,76.74,Low
112,114,34,4.85,33.94,Low
70,126,166,7.1,54.78,Medium
77,92,178,6.1,77.16,Medium
111,61,106,6.77,65.86,High
119,30,73,5.42,58.18,Medium
60,10,137,7.1,77.98,Medium
126,64,193,5.47,21.94,Low
55,104,170,6.34,64.09,Medium
62,16,160,6.41,38.48,Medium
97,79,158,5.21,35.23,Medium
130,7,65,8.0,46.45,Low
22,67,110,6.6,12.36,Medium
98,138,27,7.97,31.88,Low
134,23,178,5.55,21.64,Low
127,22,117,5.19,19.71,Low
63,84,34,4.57,33.61,High
125,77,71,4.88,66.16,Medium
127,135,165,5.09,24.08,Low
13,130,135,4.82,47.2,Low
84,76,201,8.09,62.41,Medium
58,42,125,8.15,26.87,Low
16,72,87,8.25,74.69,Medium
119,84,174,8.34,70.65,Low
131,46,66,6.47,27.58,Medium
20,68,190,6.62,79.27,Medium
101,82,61,5.02,56.84,Medium
32,131,5,5.05,30.03,Low
37,109,106,7.59,57.67,Low
120,80,192,7.92,56.64,Low
66,136,73,7.64,52.43,Medium
35,134,63,7.84,59.82,Low
63,126,50,5.61,28.78,Medium
38,48,110,6.36,78.53,High
106,106,38,6.34,70.05,Medium
23,66,105,8.48,62.2,Medium
87,5,101,8.3,11.84,Low
44,21,157,6.89,51.33,Medium
39,20,174,5.05,59.45,Low
101,13,33,5.53,69.79,Medium
26,63,157,5.96,76.23,Medium
102,123,186,7.99,74.11,Low
88,141,127,5.18,38.42,Low
119,144,77,5.38,72.76,Low
111,123,199,5.9,10.05,Low
115,45,147,8.21,34.6,Low
56,70,8,6.52,17.97,Medium
73,79,42,7.09,71.81,High
73,15,24,6.05,74.96,Medium
96,12,117,5.25,27.92,Low
16,138,27,5.39,35.71,Low
31,103,169,7.71,78.87,Low
90,76,194,8.07,49.62,Medium
83,117,115,6.47,44.79,High
134,111,140,5.93,45.03,Low
59,38,169,7.73,58.73,Medium
61,61,49,7.19,76.82,High
10,121,101,4.66,35.66,Low
13,124,37,5.9,22.09,Low
13,75,139,7.23,22.95,Low
10,44,26,6.79,11.43,Low
80,107,137,8.41,48.88,Low
44,128,19,7.96,75.04,Low
17,127,25,4.74,59.92,Low
45,104,130,7.4,79.51,Medium
132,141,93,5.85,73.67,Medium
52,62,21,7.23,44.43,High
36,113,60,6.97,44.06,Medium
41,125,54,6.51,53.99,High
87,96,139,7.91,17.77,Low
130,54,122,7.33,52.54,Medium
25,109,126,8.06,42.49,Low
108,121,54,5.63,54.99,Medium
56,31,64,5.89,49.56,High
40,36,129,6.99,31.73,High
13,5,120,8.37,52.54,Low
26,21,139,5.99,35.62,Low
48,141,172,4.63,23.62,Low
57,88,177,6.28,57.25,High
48,49,191,6.68,31.44,High
39,70,92,7.7,72.23,Medium
31,36,109,7.41,23.95,Medium
75,49,59,8.36,52.01,High
117,13,68,7.63,50.01,Low
21,34,197,5.69,23.84,Low
45,88,186,7.07,40.79,High
27,64,100,7.19,57.29,High
99,5,172,8.49,32.3,Low
10,9,185,5.05,17.97,Low
136,67,48,5.27,53.07,Medium
99,69,195,5.12,25.69,Low
96,82,134,6.86,57.7,High
99,136,153,5.04,68.76,Low
79,118,54,7.12,18.63,Medium
53,29,115,7.72,40.63,Medium
95,139,184,6.23,41.14,Medium
28,47,141,6.74,54.28,Medium
110,61,103,8.15,33.41,Medium
104,76,152,6.78,39.3,Medium
110,31,150,5.33,10.84,Low
39,132,88,5.87,18.57,Low
42,110,34,6.62,49.89,High
21,75,69,5.12,25.11,Low
127,71,28,6.95,20.12,Low
103,94,179,8.5,32.71,Low
85,8,94,7.11,21.45,Medium
38,110,110,5.99,14.17,Low
126,83,176,5.83,29.87,Low
24,100,161,8.23,21.51,Low
11,97,81,7.99,65.96,Low
126,78,72,6.39,14.39,Medium
27,130,113,5.91,62.32,Medium
12,20,149,7.34,36.8,Low
117,120,101,5.76,57.27,Medium
104,22,137,4.98,13.69,Low
131,20,96,5.74,74.45,Medium
20,134,92,6.24,63.72,Medium
77,60,54,5.52,19.81,High
132,83,107,5.37,25.31,Low
122,107,116,4.52,55.08,Low
107,32,172,7.02,74.51,Medium
102,9,50,6.96,41.21,Medium
31,110,183,5.25,43.99,Low
136,26,15,8.27,26.65,Low
34,121,16,6.14,36.81,Low
94,104,145,4.6,30.02,Low
64,17,68,5.38,34.54,Medium
104,69,12,7.27,11.44,Low
128,90,197,5.31,12.87,Low
18,68,13,4.72,57.65,Low
51,36,134,6.97,57.73,High
62,84,82,6.57,33.12,High
83,55,145,7.55,71.98,Medium
48,83,6,7.59,28.63,Low
131,110,200,8.34,37.7,Low
24,67,180,4.73,61.2,Low
132,80,78,4.66,62.05,Medium
120,64,135,8.45,70.28,Low
92,69,200,7.08,12.03,Medium
19,121,138,7.36,22.86,Low
101,85,91,4.89,54.84,Medium
38,109,9,4.78,33.67,Low
44,132,135,5.14,13.05,Low
15,75,142,6.21,51.05,Medium
120,90,175,4.94,37.52,Low
47,144,151,6.29,35.49,Medium
86,75,18,6.75,28.51,Medium
102,50,153,4.5,10.42,Low
76,51,128,4.96,22.77,Low
17,83,47,6.0,43.2,High
131,134,32,4.71,29.3,Low
93,131,153,5.03,71.21,Low
94,113,168,5.43,20.01,Low
54,123,28,6.22,71.27,Medium
96,105,186,7.36,38.34,Medium
25,10,170,5.03,29.31,Low
86,130,21,7.45,31.3,Medium
18,107,154,7.92,33.1,Low
69,41,87,7.11,45.46,High
87,41,49,4.67,34.77,High
86,12,78,6.26,55.3,High
80,81,193,7.14,39.76,High
24,44,143,8.41,57.02,Low
80,111,65,8.31,52.31,Medium
111,96,42,6.08,27.11,Low
31,22,70,6.96,66.89,Medium
122,61,37,8.06,65.93,Medium
10,87,47,7.82,79.23,Medium
19,36,163,6.42,22.25,Low
119,29,116,5.54,69.35,Medium
122,37,39,5.05,71.04,Medium
59,92,41,6.45,54.95,High
21,108,179,7.39,45.45,Low
98,38,104,8.38,77.01,High
121,106,27,7.95,78.09,Low
87,131,168,5.32,54.92,Low
130,73,172,7.38,35.17,Medium
32,44,93,5.66,67.2,High
34,84,19,7.23,16.25,Low
27,35,169,7.16,30.34,Medium
52,120,136,5.59,78.99,Medium
87,67,154,5.44,67.0,Medium
37,52,26,4.92,75.77,Low
68,91,82,4.7,51.64,Medium
72,52,149,7.93,38.54,Medium
101,65,76,4.7,78.58,Medium
65,144,102,4.85,31.66,Medium
120,82,94,5.46,63.02,Medium
77,22,113,8.05,49.07,Medium
55,32,98,5.83,26.0,High
76,84,84,5.27,11.22,Medium
15,20,98,7.36,36.86,Medium
33,81,84,5.78,48.34,High
103,141,42,5.83,22.82,Low
22,30,156,7.46,39.02,Medium
34,32,138,5.51,53.06,Medium
127,109,200,8.09,60.04,Low
91,81,138,6.75,13.69,Medium
120,13,30,6.65,56.49,Medium
91,55,105,5.56,13.97,High
75,80,173,7.84,11.97,Low
54,126,79,6.79,20.67,Medium
123,36,42,5.12,55.76,Medium
72,61,87,5.33,13.7,Medium
85,58,175,6.37,11.46,Medium
123,120,185,7.62,18.26,Low
120,66,147,8.26,76.48,Low
44,88,60,7.15,73.51,High
62,60,109,6.52,16.05,High
35,27,188,5.5,31.28,Low
23,21,35,7.19,76.31,Medium
127,82,189,8.43,16.84,Low
54,26,183,6.4,16.62,Low
60,112,156,5.15,16.02,Low
128,21,62,4.91,78.35,Low
28,19,77,5.58,62.02,Medium
91,118,136,6.78,25.01,Low
85,52,14,8.29,13.22,Low
101,117,195,5.7,77.57,Low
42,101,77,5.72,39.78,High
37,95,19,6.42,51.89,Low
132,20,102,8.17,29.54,Low
135,102,67,6.18,63.09,Medium
46,115,23,5.39,23.78,Low
108,5,117,5.15,65.08,Low
107,45,67,6.33,26.14,Medium
136,52,120,7.7,16.85,Low
89,112,188,5.67,43.52,Medium
47,107,25,6.55,66.93,Medium
86,132,166,6.91,36.94,Medium
135,34,149,6.3,12.02,Low
96,49,150,5.27,48.73,Medium
63,84,85,8.19,57.63,High
25,43,70,6.76,61.85,High
37,49,183,7.42,38.13,Medium
55,82,69,7.04,16.79,High
81,85,47,8.49,50.9,High
94,144,61,6.33,33.07,High
35,97,142,6.2,76.28,Low
94,36,41,5.94,45.19,High
74,28,180,5.95,43.06,Medium
124,120,124,5.6,31.64,Low
73,17,73,8.42,33.72,Medium
96,83,60,7.98,45.89,High
116,60,123,5.77,31.47,Medium
105,57,168,5.72,72.46,Medium
86,72,163,4.91,40.73,Medium
96,38,59,8.01,30.44,High
66,32,42,5.99,20.88,High
112,54,19,6.79,57.06,Medium
100,134,148,8.1,11.81,Low
54,115,81,6.13,41.5,High
97,98,57,7.73,48.51,Medium
124,51,188,6.22,33.78,Medium
56,30,11,7.3,62.49,High
59,88,189,6.22,57.3,High
93,110,59,6.07,78.0,High
100,96,56,8.46,45.61,Medium
100,124,8,6.95,47.65,Medium
118,79,47,5.97,27.21,Medium
66,126,44,5.53,36.98,High
40,45,125,4.66,11.88,Low
30,56,34,7.33,58.25,High
99,86,142,5.99,31.81,High
49,138,107,7.79,47.83,Medium
121,78,11,5.96,27.85,Low
54,70,168,5.99,53.47,High
86,28,167,7.62,41.33,Low
96,32,171,6.46,43.73,High
110,121,168,8.04,75.98,Low
126,118,113,6.86,59.43,Medium
101,65,24,5.46,28.33,Low
37,73,53,6.77,45.27,High
34,118,100,4.52,42.67,Low
67,79,63,5.75,65.65,High
50,63,181,5.33,68.33,Medium
84,134,94,7.12,29.84,Medium
47,19,30,5.04,67.48,Medium
84,109,40,5.66,22.57,Medium
75,102,175,5.83,63.39,Medium
12,39,130,4.51,27.41,Low
126,35,47,4.69,30.86,Medium
108,131,103,5.74,69.67,Medium
28,23,37,5.39,39.41,Low
125,28,104,4.97,79.34,Low
134,88,101,5.12,20.64,Low
97,96,177,7.84,42.43,Low
44,122,49,7.23,61.27,High
10,51,92,6.44,10.38,Medium
135,107,147,8.14,20.63,Low
98,125,99,4.62,11.42,Low
34,98,21,5.88,79.5,Low
25,46,144,7.79,63.24,Low
82,115,26,7.01,36.15,Medium
138,33,155,8.43,20.94,Low
51,128,94,8.28,16.33,Low
89,21,82,5.18,47.23,Medium
113,18,144,8.39,78.31,Low
43,54,118,8.28,57.22,High
98,61,72,5.99,35.56,High
134,108,114,8.43,45.06,Low
54,43,183,4.64,79.92,Medium
30,100,129,7.14,46.31,Low
131,40,145,5.56,77.49,Medium
79,118,61,5.02,11.15,Low
105,41,59,6.81,60.47,High
114,18,86,5.73,53.9,Medium
57,127,111,7.17,57.97,High
48,87,160,6.66,49.94,High
40,77,106,6.07,13.09,High
19,106,176,5.23,20.47,Low
39,85,151,6.91,74.56,Medium
27,87,178,7.82,26.3,Low
97,48,115,6.9,79.51,High
134,72,111,6.94,57.57,High
82,52,106,6.55,41.1,High
24,61,7,6.05,74.4,Medium
13,79,152,6.33,65.65,Medium
18,26,29,8.46,40.03,Low
118,136,79,7.5,14.8,Low
25,50,188,6.22,70.78,Medium
108,15,65,6.33,63.55,Medium
130,35,127,6.5,65.35,Medium
61,143,59,7.14,62.14,High
78,124,167,6.36,29.3,Low
14,60,191,7.24,70.12,Medium
29,42,43,5.82,10.16,Medium
88,25,189,6.14,26.61,Low
120,114,87,7.96,13.26,Low
11,98,199,5.82,17.74,Low
102,142,38,8.36,47.27,Low
22,140,117,5.19,12.61,Low
13,12,173,5.47,22.7,Low
118,76,154,6.35,26.29,Low
83,123,31,7.69,55.87,Medium
104,38,153,7.43,42.82,Medium
114,109,173,5.2,42.09,Low
17,91,35,5.45,63.79,Low
76,68,159,6.8,41.97,High
119,6,169,5.68,34.39,Low
18,113,198,6.19,77.37,Low
126,30,186,6.45,10.58,Low
20,87,141,6.88,31.38,Medium
108,111,87,5.5,52.66,Medium
51,73,174,5.15,64.8,Medium
129,101,168,6.09,67.15,Low
21,34,14,4.83,13.23,Low
46,12,191,6.61,59.64,Medium
83,42,44,7.86,60.42,High
82,85,58,4.98,24.99,Medium
61,112,171,4.95,17.89,Low
139,69,139,4.82,62.48,Low
65,71,8,7.89,27.47,Low
69,94,147,4.82,10.12,Low
32,99,180,8.43,25.65,Low
112,76,10,5.93,12.17,Low
49,47,77,5.82,27.44,High
73,50,167,4.87,33.45,Medium
94,129,204,6.84,29.0,Low
98,43,203,6.84,74.4,High
40,55,200,6.48,26.28,Medium
29,8,62,5.74,42.73,Medium
139,125,81,5.97,77.02,Medium
22,84,23,5.78,71.54,Medium
131,81,66,6.2,31.65,High
112,137,75,5.87,32.85,Medium
115,59,142,7.2,51.53,Medium
128,24,29,5.68,74.25,Low
79,38,176,5.9,10.7,Medium
108,126,131,6.24,37.52,Low
91,113,62,4.52,69.48,Medium
84,130,157,6.47,38.73,Medium
127,58,124,5.52,60.4,Medium
93,137,115,4.72,58.43,Medium
78,93,172,8.14,24.38,Low
68,57,80,5.79,41.47,High
135,54,74,6.2,49.63,High
120,76,142,7.81,60.08,Low
71,20,70,5.17,67.57,Medium
137,17,124,7.9,63.2,Low
114,24,157,5.47,11.98,Low
77,70,203,6.86,56.94,High
24,51,91,7.24,44.81,High
44,126,143,8.12,50.17,Low
23,58,126,6.93,36.11,Medium
111,10,168,6.31,59.98,Low
109,18,53,6.79,57.17,Medium
16,136,52,5.31,50.56,Low
39,90,119,7.26,70.31,High
58,31,91,5.25,17.13,Medium
120,11,11,6.73,31.07,Low
81,135,81,7.09,44.66,High
89,6,183,8.09,77.1,Low
92,84,149,6.3,15.04,Medium
51,64,164,7.6,33.6,Medium
26,28,158,5.17,74.81,Low
16,19,125,5.12,72.86,Low
19,99,128,6.6,70.57,Low
43,138,154,6.89,31.59,Medium
45,85,145,7.03,69.28,High
15,22,129,7.48,45.37,Low
38,24,16,5.68,53.38,Low
135,119,75,6.99,26.72,Low
90,44,5,5.25,59.47,Medium
84,43,165,5.38,32.94,Medium
35,36,123,4.77,34.07,Low
136,128,146,7.49,54.58,Low
124,112,115,6.53,26.79,Low
135,31,68,5.45,25.71,Low
37,114,47,6.72,35.84,Medium
84,101,190,5.92,64.46,Medium
87,78,45,7.85,25.73,Medium
99,21,200,6.61,65.11,Medium
30,53,119,4.62,58.69,Medium
63,85,43,8.44,57.54,High
112,120,5,4.8,43.23,Low
68,27,45,7.28,62.21,High
81,102,177,6.25,10.95,Low
29,76,92,5.5,31.39,High
121,61,102,7.21,57.54,High
68,90,92,5.0,79.11,High
80,27,83,7.93,10.18,Low
118,109,145,5.5,45.7,Low
138,71,75,5.95,74.67,High
65,38,141,7.03,70.45,High
44,37,195,4.5,11.62,Low
132,50,103,6.39,47.07,High
113,85,155,8.08,10.3,Low
16,91,186,7.22,65.27,Low
36,19,179,6.05,31.62,Low
10,127,171,7.14,63.59,Low
96,125,91,8.25,76.14,Medium
50,82,158,5.25,78.33,Medium
132,70,5,6.63,72.59,Medium
84,43,146,5.44,24.29,Low
51,22,116,7.92,23.62,Low
126,25,78,7.38,53.8,Medium
72,31,69,7.7,48.08,High
136,6,73,8.27,10.67,Low
57,101,71,5.43,37.42,Medium
12,43,181,4.69,73.47,Low
125,60,54,5.66,72.89,High
108,111,62,6.1,24.27,Low
125,131,57,7.0,36.74,Medium
23,17,95,7.69,49.23,Low
121,130,119,5.9,69.69,Medium
70,60,122,6.39,47.24,High
104,32,61,7.64,77.77,Medium
26,68,90,5.4,65.93,Medium
133,75,22,5.37,76.72,Low
33,123,20,6.86,61.2,Low
125,104,134,6.24,71.43,Low
91,45,17,8.3,68.17,Medium
59,8,177,5.93,27.77,Low
88,92,84,7.54,26.07,Low
88,88,204,6.83,70.51,High
79,50,47,4.72,15.93,Medium
36,92,204,4.84,38.6,Low
24,11,58,5.31,67.45,Low
59,81,163,5.07,66.93,Medium
45,140,141,5.82,19.71,Low
17,97,77,6.82,44.14,Medium
88,24,52,6.91,43.59,High
56,82,22,6.85,32.66,High
114,31,15,4.97,74.2,Low
107,124,194,6.9,55.72,Low
105,29,88,6.14,78.61,Medium
125,56,23,8.11,14.67,Low
22,25,104,8.15,37.6,Low
10,22,120,7.57,68.46,Low
43,43,94,7.31,39.59,High
88,19,78,4.96,28.33,Low
87,57,28,4.84,79.85,Medium
130,42,17,7.86,71.12,Low
102,56,129,6.21,48.25,Medium
107,76,120,6.31,49.32,High
91,32,178,7.89,10.48,Low
47,122,185,6.99,78.67,Medium
23,39,161,5.22,66.44,Low
100,103,168,5.34,12.57,Low
63,56,75,4.53,22.34,Medium
139,144,130,7.34,67.47,Low
110,87,149,6.44,16.08,Low
98,52,180,8.3,75.93,Medium
65,26,156,7.36,79.99,Medium
103,127,186,4.91,72.05,Low
102,131,123,5.15,61.72,Low
93,56,95,6.51,44.11,High
94,83,89,8.2,15.77,Medium
31,133,112,5.49,61.13,Low
44,70,131,7.8,37.78,Medium
25,68,125,5.75,49.92,Medium
59,12,133,5.58,30.54,Medium
131,29,199,8.11,26.95,Low
137,98,10,4.69,32.7,Low
122,19,82,7.14,66.97,Medium
26,126,187,4.67,39.85,Low
89,79,42,7.7,31.82,High
139,108,165,7.82,40.31,Low
94,42,120,8.07,12.26,Medium
103,119,106,5.24,72.34,Low
90,43,12,5.0,48.62,Medium
78,112,82,6.51,17.34,Medium
78,21,116,5.59,30.19,High
25,139,152,6.93,78.85,Low
60,122,59,6.55,51.51,High
114,43,52,5.08,30.4,Medium
75,39,188,7.46,39.84,High
18,55,92,7.72,28.09,Low
116,51,14,8.35,12.23,Low
109,40,56,6.08,68.94,High
95,68,182,5.85,30.47,High
73,99,38,5.27,68.69,Medium
31,109,168,5.22,43.5,Low
119,17,65,5.78,22.8,Low
106,116,148,8.43,66.13,Low
27,69,83,4.87,36.4,Medium
80,12,22,5.54,59.54,Medium
136,52,75,4.84,68.61,Medium
106,89,179,5.59,77.41,Medium
10,47,90,4.87,16.01,Low
13,89,36,6.53,10.59,Medium
134,23,47,6.25,48.39,Medium
91,27,87,5.2,28.5,Low
36,119,172,5.2,42.84,Low
68,54,197,7.0,15.09,Medium
41,47,167,6.05,45.11,High
37,103,73,4.72,18.74,Low
115,108,54,8.18,68.7,Low
114,120,16,6.12,63.16,Low
79,55,89,6.86,15.19,High
71,110,127,8.04,68.54,Low
43,116,62,6.11,32.75,High
96,76,87,7.78,34.7,High
123,143,195,8.16,22.59,Low
115,84,181,5.2,68.47,Low
65,53,116,8.07,38.33,High
122,51,132,4.98,13.42,Low
22,76,40,5.6,77.64,High
27,11,58,7.73,27.91,Low
122,70,51,8.1,75.53,Medium
48,81,119,7.24,31.09,High
88,66,164,4.92,68.2,Medium
39,42,128,6.59,56.5,Medium
107,129,185,6.79,70.29,Low
67,88,164,5.63,78.33,High
76,33,194,8.47,71.0,Medium
80,118,169,5.84,38.26,Medium
115,83,100,5.34,67.02,Medium
16,27,111,4.94,59.82,Low
49,110,124,6.01,14.31,Low
79,135,105,7.27,75.08,High
77,105,107,5.43,42.62,Medium
58,12,170,7.58,19.41,Low
61,90,162,5.04,39.78,Medium
123,121,190,6.26,52.22,Low
116,33,36,7.31,50.11,High
38,6,70,5.04,50.24,Low
87,117,183,6.89,27.91,Low
18,69,15,7.7,54.29,Low
85,112,191,6.88,73.52,Medium
51,24,152,6.55,37.21,Medium
137,41,41,7.85,54.14,Medium
29,76,106,8.44,27.08,Low
81,31,53,5.23,13.38,Medium
74,127,23,7.27,51.0,Medium
122,138,187,4.82,13.33,Low
33,49,172,4.67,60.65,Low
137,87,11,5.62,56.92,Medium
92,124,137,8.38,35.85,Low
72,69,46,6.71,38.79,High
69,29,92,5.57,74.24,High
108,31,180,5.03,10.92,Low
71,139,139,8.18,49.43,Low
39,110,15,5.95,74.64,Low
31,48,181,5.73,73.98,Medium
135,111,162,7.93,50.93,Low
51,40,45,6.92,36.69,High
107,10,7,5.17,16.92,Low
40,13,44,6.19,22.16,Medium
121,17,55,8.21,57.58,Low
131,45,36,8.1,11.16,Low
26,132,52,4.78,71.84,Low
47,70,75,5.57,51.16,High
119,89,203,5.12,13.16,Low
31,28,152,6.64,26.78,Low
65,48,93,7.5,51.59,High
128,110,113,5.68,12.49,Low
66,102,39,7.53,64.6,Medium
44,64,112,7.17,74.39,High
123,13,156,7.41,77.29,Low
134,134,44,8.29,61.36,Low
138,60,56,6.2,69.98,High
61,26,116,5.87,52.75,High
94,85,43,7.24,42.1,High
74,104,72,7.73,59.92,Medium
138,17,193,5.27,25.69,Low
30,75,80,7.89,17.68,Low
25,20,69,4.73,63.33,Low
132,49,66,4.53,77.07,Medium
70,69,6,5.13,50.42,Medium
63,143,138,8.41,43.78,Low
35,74,126,6.59,47.41,Medium
89,103,79,4.69,43.49,Medium
74,105,175,8.49,40.95,Low
109,109,44,7.48,76.29,Medium
83,144,93,7.85,43.58,Medium
26,98,171,5.35,15.68,Low
130,46,32,4.92,63.59,Medium
32,87,84,6.56,37.41,High
80,137,67,7.59,59.75,Medium
117,109,196,7.05,50.57,Low
88,32,144,7.02,59.92,High
55,30,45,7.53,14.34,Medium
87,120,33,5.41,12.37,Low
25,53,27,7.15,36.5,Medium
80,5,84,6.07,58.52,High
105,96,55,4.78,25.66,Low
11,62,116,5.31,40.34,Medium
19,83,109,7.68,78.66,Medium
134,85,49,8.08,25.04,Low
90,30,94,5.63,69.36,High
79,81,154,5.26,67.78,Medium
41,76,142,4.61,72.39,Medium
114,73,139,8.29,74.06,Low
93,10,93,7.24,45.51,High
138,27,19,8.33,57.74,Low
67,58,81,7.96,53.32,High
54,91,110,5.86,31.63,High
106,15,178,4.95,29.59,Low
32,138,94,6.5,33.91,Medium
32,15,91,4.61,25.29,Low
88,81,65,5.1,63.02,High
53,16,112,5.43,77.52,Medium
36,57,65,7.16,70.74,High
35,103,55,6.54,25.26,Low
106,40,170,5.71,13.63,Low
45,32,16,6.76,63.0,High
118,106,81,5.0,37.31,Low
64,11,116,7.52,67.72,Medium
78,19,70,7.35,64.55,High
70,143,186,5.37,53.78,Low
139,28,171,6.93,27.87,Low
64,34,171,6.51,17.28,Medium
131,70,119,4.74,27.69,Low
106,65,34,5.61,45.68,High
89,82,109,8.5,78.56,High
96,45,180,4.9,14.46,Low
